Statement,Label
Fact check: Old news of kidney stealing from a Muzaffarnagar hospital gone viral linking it falsely to Covid-19,0
Fact check: This disturbing viral video of animal cruelty is not of COVID-19 vaccine test,0
Fact Check: Unrelated clips merged to falsely claim that Patna BJP MLA was thrashed,0
"Fact Check: Google, Apple and the Palestine dilemma",0
Fact Check: Is this Bharat Biotech VP taking the first dose of anti-Covid drug â€˜Covaxinâ€™?,0
Fact Check: Image of gold smuggling accused at wedding of Kerala CM's daughter is morphed,0
Fact Check: US cartoonist Ben Garrison did not make this caricature on Indian media,0
Fact Check: Fictitious story about woman police officer goes viral,0
Fact Check: Video of sword-wielding men slashing youth goes viral with communal spin,0
Fact Check: Misleading claims about this boy rescuing a baby deer flood social media,0
Fact Check: Wrong Azam Khan goes viral over Ram temple â€˜bhoomi pujanâ€™ remarks,0
Fact Check: NASA did not introduce a 13th zodiac sign,0
Fact Check: Has Union govt revoked the power of police to grant bail?,0
Fact Check: Image of potholed road in Bihar used to take a dig at Rahul Gandhi,0
Fact Check: Did Bipin Rawat seek Army chiefâ€™s dismissal over Ladakh crisis?,0
Fact Check: Kerala didnâ€™t bring in new law saying temples can be controlled by non-Hindus,0
Fact Check: Distressing image of waterlogged hospital goes viral with misleading claim,0
Fact Check: These are not Kashmiri girls involved in a sex racket in Kulgam,0
Fact Check: Truth behind Telugu being declared second-best script in the world,0
Fact Check: Owaisi never denied the existence of coronavirus,0
Fact Check: This picture of Trump kissing convicted sex offender Epstein is doctored,0
Fact Check: Aerial shot of huge region submerged in floodwater is not from Bihar,0
Fact Check: Russian rocket crash passed off as India's failed missile test,0
Fact Check: Video of packed crowds in a hospital is not from Bengaluru,0
Fact Check: Pakistan flags were not waved at Ashok Gehlotâ€™s rally,0
Fact Check: Mystery behind â€˜one lakhâ€™ Shiva Lingas in a Karnataka river solved,0
Fact Check: Online rumours about AIIMS doctor who saved a critical Covid patient,0
"Fact Check: Covid parties may be happening, but this is something else!",0
Fact Check: Are people wearing masks not getting enough oxygen?,0
Fact Check: Man kneeling in front of Yogi Adityanath is not Vikas Dubey,0
Fact Check: Did National Security Advisor use Egyptian national flag in his I-Day wish to India?,0
Fact Check: How a fight between two Hindu groups in Hyderabad took a communal spin on social media,0
Fact check: Has Sunni Waqf board decided to build â€˜Babri hospitalâ€™ on the 5-acre land allotted in Ayodhya?,0
Fact Check: Viral video of massive crowd at Bengaluru market wasnâ€™t shot this year,0
Fact Check: Did communist government in Kerala impose a blackout on August 5?,0
"Fact Check: Following a hoax about exam dates, CLAT now indeed postponed to September 28",0
Fact Check: Temple showcasing unity among religions faces social media fury,0
Fact Check: Conspiracy theory claims Sushant was killed for a corona testing patent,0
Fact Check: Stunning image of football field encircled by forests is not from India,0
Fact Check: Sushant's death gets a Dawood link on social media,0
Fact Check: Mt Fuji lights up on Internet with digital fireworks and an Olympic twist,0
Fact Check: Did Kashmir witness stone-pelting like this viral post claims?,0
Fact Check: Italyâ€™s Republic Day ceremony passed off as Franceâ€™s farewell to Rafale,0
Fact Check: Men in lingerie passed off as ISIS fighters with bizarre story,0
"Fact Check: Netizens bake confusion over Tricolour cake, accuse Ankhi Das of insulting India",0
"Fact Check: Created in 1962, did this illustration predict the pandemic in 2020?",0
Fact Check: New Zealand PMâ€™s temple visit goes viral with misleading claim,0
Fact Check: Viral video showing cattle being washed away in floodwaters is not from Kerala's Wayanad,0
Fact Check: Pak social media users appropriate stunning jumps by Indian paratroopers,0
Fact Check: Here's truth behind viral story of incestuous marriage between son and his mother,0
Fact Check: Video of Bengal violence passed off as Bengaluru riots,0
Fact Check: Old image from Bangladesh falsely circulated as that depicting miserable life in Indian slums,0
Fact Check: Viral video of officer singing 'Ghar Se Nikalte Hi' is not of Captain Deepak Sathe's,0
Fact Check: Did Aamir Khan meet Pakistani terrorists? Here is the truth,0
Fact Check: Truth behind the image of Jesus inside sanctum sanctorum of a Ganapathy temple in Karnataka,0
Fact Check: Netizens fall prey to British PM Boris Johnson's imposter account offering apology for colonial rule in India,0
Fact Check: Image from Nepal falsely circulated as Uttarakhand children going to school using wire bridge,0
"Fact Check: No, these cars were not damaged in recent Beirut explosion",0
Fact Check: Image of monks in Kumbh Mela falsely circulated as that of Ayodya bhoomi pujan,0
Fact Check: Image from 2016 Cauvery riots falsely circulated as that from recent Bengaluru violence,0
Fact Check: Image showing sea of saffron flags has no link with Ayodhya Bhoomi Pujan,0
Fact Check: Viral image showing Tricolour unfurled at Srinagarâ€™s Lal Chowk at I-Day 2020 is morphed,0
Fact Check: This picture showing the plight of patients is not from Kashmir,0
Fact Check: This girl standing next to Sooraj Pancholi is not Sushant Singh Rajput's ex-manager Disha Salian,0
Fact Check: Is pollution control certificate mandatory for motor insurance claim?,0
Fact Check: Zuckerberg never said this about the 'Jai Shri Ram' slogan,0
"Fact Check: No, the man PM Modi is paying homage to is not Nathuram Godse",0
Fact Check: This is not a picture of Beirut after the blasts,0
Fact Check: Bihar Congress uses Amphan image to take a dig at Nitish Kumar over floods,0
Fact Check: Image of sewage-filled dug up road from Delhi goes viral as that from Varanasi,0
"Fact Check: No, this is not a Rafale jet refuelling mid-air en route India",0
Fact Check: Did BJP MP from Kerala conduct his mother's funeral without revealing she died of Covid-19?,0
"Fact Check: No, Salman Rushdie never said Muslims destroy a nation in the name of Islam",0
Fact Check: Shah Rukh Khan is not donating Rs 5 crore for Ayodhya Ram temple,0
Fact Check: This tragic story behind the creation of â€˜Subway Surfersâ€™ is not true,0
Fact Check: No love jihad angle in acid attack on aspiring model,0
Fact Check: Who was this 'terrorist' captured at a Karnataka bus stand?,0
Fact Check: Viral tweet of Rajinikanth apologising for travelling without e-pass is fake,0
Fact Check: This viral video of Muslims chanting 'Islam Zindabad' is not from Kolkata,0
Fact Check: US Army band playing Indian National Anthem goes viral with misleading claims,0
Fact Check: Bihar cop probing SSR's death and quarantined in Mumbai isn't with CBI now,0
Fact Check: Horrific video of billboard falling on two motorcyclists is not from Hyderabad,0
Fact check: This is not Bhagat Singh getting flogged in the viral image,0
"Fact Check: No, ICMR hasnâ€™t prescribed this drug to prevent Covid-19",0
Fact Check: Ambanis to help Kangana with Rs 200 crore for new studio?,0
Fact Check: The curious case of a 'desecrated' Kali idol in a Bengal temple,0
Fact Check: Netizens book seats for fake news on theatres reopening,0
Fact Check: When Nagma shook the wrong leg on Twitter over a dance reality show,0
Fact Check: Did burqa replace Khaki for an IPS officer in Maharashtra?,0
Fact Check: Is 24 the magic number for Covid patients?,0
Fact Check: Why Rakhi Sawant was draped in the Pakistani flag,0
"Fact Check: This Ram temple story does ring a bell, but is not entirely true",0
Fact Check: This image of Ambedkar on a bus in the â€˜United Statesâ€™ is morphed,0
Fact Check: Manmohan changing his seat in Soniaâ€™s presence goes viral with wrong claim,0
Fact Check: This woman with bruises is not a love jihad victim from Kerala,0
"Fact Check: KKR is investing in Reliance Retail, but it's not what you think",0
Fact Check: Madras high court did not â€˜changeâ€™ its logo to Hindi,0
Fact Check: Do not believe this hoax about microchip implant in coronavirus vaccine,0
"Fact Check: No, Deepika did not appear before NCB in a t-shirt with pro-farmer message",0
Fact Check: Old pic of joint military exercise viral as Indo-China clashes in Ladakh,0
Fact Check: Afzal Guru at peace over Pranabâ€™s death? Thatâ€™s a fake Rana Ayyub tweet,0
Fact Check: Did top US health body replace â€˜pandemicâ€™ with â€˜outbreakâ€™ for Covid-19?,0
Fact Check: Image from 2017 rally in Rajasthan shared as recent Haryana protest,0
Fact Check: This kidnapping drama is not what it seems,0
Fact Check: Video claiming kidney theft in Kota hospital goes viral with a Covid twist,0
Fact Check: Did China seek UN mediation on border face-off with India?,0
"Fact Check: No, BJP worker didn't have a George Floyd moment with Kerala police",0
Fact Video: Old video of PM Modiâ€™s mock funeral linked to recent farmersâ€™ protests,0
Fact Check: Shaktimaan struggles with his fake avatars on social media,0
Fact Check: This Tricolour at Wagah border is not the largest flag flown,0
Fact Check: The truth about Tablighi Jamaat celebrating PM Modi's birthday inside Nizamuddin Markaz,0
"Fact Check: No, Adani Group's Punjab grain storage wasn't set up overnight after Farm Bills were passed",0
Fact Check: Scene of arson at 'Black Lives Matter' protest goes viral as Norway riots,0
"Fact Check: Dead monk smiling even after a hundred years? No, here is the truth about the viral pic",0
Fact Check: Old image of mob attack victim painted in Love-Jihad hues,0
Fact Check: Wrong girl goes viral on social media as Hathras victim,0
Fact Check: Justin Trudeau did not back Tamil Naduâ€™s anti-Hindi stir,0
Fact Check: Actor's picture shared on social media as doc who died of Covid-19,0
Fact Check: Does this Belgian city with terror links have 100% Muslim population?,0
Fact Check: Who blocked Yogi Adityanath's convoy?,0
Fact Check: Rumours galore over who settled SPBâ€™s hospital bills,0
Fact Check: Madhya Pradesh Congress shares fake video to take a dig at Shivraj Chouhan,0
Fact Check: Truth behind disturbing video of girlâ€™s molestation,0
Fact Check: Why this claim on Adani-run trains is off the track,0
Fact Check: Truth behind this tree carved in the shape of a giant hand,0
"Fact Check: Sitting in Pakistan, this fake China expert wants to â€˜shutdownâ€™ Indian Sukhoi!",0
Fact Check: This cute picture of bears chomping on apples is not from Kashmir,0
Fact Check: Were Rahul and Priyanka caught joking on way to meet Hathras victimâ€™s kin?,0
Fact Check: Misleading claims over woman's body found in paddy field in Bengal,0
Fact Check: Netizens confuse 2 popular bloggers in emotional post on love,0
Fact Check: Is this woman wearing barbed wires in protest against Hathras incident?,0
Fact Check: This woman abused by policemen is not the Hathras victimâ€™s mother,0
"Fact Check: No, this man standing next to BJP leaders is not the father of Hathras rape accused",0
Fact Check: Picture of Yogi watching Hathras victimâ€™s â€˜liveâ€™ cremation is morphed,0
Did PM Modi spend Rs 80 lakh on make-up?,0
Fact Check: Was this Muslim man harassed in India?,0
Is this lion roaming free in Mumbai?,0
"Are there 61,945 Muslim freedom fighterâ€™s names on India Gate?",0
Fact Check: Is this the rare Nagapushpa flower that blooms once every 36 years?,0
Did cops stop an ambulance to let a BJP MPâ€™s convoy pass?,0
Did a mountain collapse due to monsoons in Uttarakhand?,0
Is police beating up people for not paying traffic challans?,0
